first_name,last_name,email,gender,phone,date,time,visit,spent
Yasmin,Cockett,ycockettr7@networksolutions.com,Male,486-424-6072,12-04-2020,12:50 PM,Yearly,$80.33
Cointon,Pike,cpiker8@netlog.com,Female,285-501-6906,12-12-2020,8:28 PM,Once,$35.56
Rik,Hawthorne,rhawthorner9@gov.uk,Male,563-790-7118,08-08-2020,1:07 PM,Yearly,$89.39
Claudia,Spillard,cspillardra@ovh.net,Male,804-423-3506,6/18/2020,10:03 AM,Yearly,$71.40
Marysa,Bru,mbrurb@alexa.com,Female,273-649-3297,3/27/2021,2:28 PM,Often,$43.78
Dosi,Heatley,dheatleyrc@japanpost.jp,Male,555-741-0898,08-05-2020,7:54 PM,Seldom,$34.97
Beatrisa,Dowry,bdowryrd@cargocollective.com,Male,510-976-0937,2/22/2021,7:20 PM,Daily,$29.31
Heriberto,Lotherington,hlotheringtonre@cam.ac.uk,Female,430-831-2739,1/23/2021,1:44 PM,Seldom,$49.27
Cornell,Bolderson,cboldersonrf@netlog.com,Male,450-261-2852,03-05-2021,2:18 PM,Monthly,$22.69
Timmie,Mully,tmullyrg@unesco.org,Female,790-449-6651,12/25/2020,2:20 PM,Weekly,$76.11
Tedie,Rochell,trochellrh@ibm.com,Male,875-447-2496,08-06-2020,11:33 AM,Often,$59.96
Kiersten,Baiyle,kbaiyleri@scribd.com,Male,565-135-3118,8/25/2020,1:19 PM,Seldom,$78.87
Lesli,Stoppard,lstoppardrj@instagram.com,Female,281-383-1240,10/25/2020,10:41 AM,Weekly,$92.35
April,Fahrenbacher,afahrenbacherrk@geocities.jp,Female,308-542-4530,02-08-2021,6:11 PM,Weekly,$82.20
Esme,Bysouth,ebysouthrl@theatlantic.com,Male,463-517-1878,12/21/2020,6:10 PM,Daily,$90.31
Lu,Delucia,ldeluciarm@drupal.org,Female,905-871-7297,1/30/2021,11:57 AM,Never,$12.44
Fabiano,Aronoff,faronoffrn@people.com.cn,Female,125-646-9934,05-04-2020,10:28 AM,Monthly,$19.76
Monika,Kynson,mkynsonro@theatlantic.com,Male,320-695-1739,9/28/2020,7:16 PM,Monthly,$70.82
Ahmed,Wolfenden,awolfendenrp@un.org,Male,609-974-7474,8/23/2020,6:46 PM,Yearly,$11.00
Currie,Bing,cbingrq@cocolog-nifty.com,Male,795-291-2356,9/20/2020,6:02 PM,Often,$32.94
Theodoric,Lebreton,tlebretonrr@indiegogo.com,Female,687-997-3806,03-11-2021,3:51 PM,Weekly,$18.87
Lucille,Ostridge,lostridger5@columbia.edu,Female,253-470-0513,3/26/2021,10:10 AM,Once,$36.91
Aura,Jeenes,ajeenesr6@goo.ne.jp,Female,746-354-4186,02-08-2021,12:51 PM,Never,$23.41
Yasmin,Cockett,ycockettr7@networksolutions.com,Male,486-424-6072,12-04-2020,12:50 PM,Yearly,$80.33
Cointon,Pike,cpiker8@netlog.com,Female,285-501-6906,12-12-2020,8:28 PM,Once,$35.56
Rik,Hawthorne,rhawthorner9@gov.uk,Male,563-790-7118,08-08-2020,1:07 PM,Yearly,$89.39
Claudia,Spillard,cspillardra@ovh.net,Male,804-423-3506,6/18/2020,10:03 AM,Yearly,$71.40
Marysa,Bru,mbrurb@alexa.com,Female,273-649-3297,3/27/2021,2:28 PM,Often,$43.78
Dosi,Heatley,dheatleyrc@japanpost.jp,Male,555-741-0898,08-05-2020,7:54 PM,Seldom,$34.97
Beatrisa,Dowry,bdowryrd@cargocollective.com,Male,510-976-0937,2/22/2021,7:20 PM,Daily,$29.31
Heriberto,Lotherington,hlotheringtonre@cam.ac.uk,Female,430-831-2739,1/23/2021,1:44 PM,Seldom,$49.27
Cornell,Bolderson,cboldersonrf@netlog.com,Male,450-261-2852,03-05-2021,2:18 PM,Monthly,$22.69
Timmie,Mully,tmullyrg@unesco.org,Female,790-449-6651,12/25/2020,2:20 PM,Weekly,$76.11
Tedie,Rochell,trochellrh@ibm.com,Male,875-447-2496,08-06-2020,11:33 AM,Often,$59.96
Kiersten,Baiyle,kbaiyleri@scribd.com,Male,565-135-3118,8/25/2020,1:19 PM,Seldom,$78.87
Lesli,Stoppard,lstoppardrj@instagram.com,Female,281-383-1240,10/25/2020,10:41 AM,Weekly,$92.35
April,Fahrenbacher,afahrenbacherrk@geocities.jp,Female,308-542-4530,02-08-2021,6:11 PM,Weekly,$82.20
Esme,Bysouth,ebysouthrl@theatlantic.com,Male,463-517-1878,12/21/2020,6:10 PM,Daily,$90.31
Lu,Delucia,ldeluciarm@drupal.org,Female,905-871-7297,1/30/2021,11:57 AM,Never,$12.44
Fabiano,Aronoff,faronoffrn@people.com.cn,Female,125-646-9934,05-04-2020,10:28 AM,Monthly,$19.76
Monika,Kynson,mkynsonro@theatlantic.com,Male,320-695-1739,9/28/2020,7:16 PM,Monthly,$70.82
Ahmed,Wolfenden,awolfendenrp@un.org,Male,609-974-7474,8/23/2020,6:46 PM,Yearly,$11.00
Currie,Bing,cbingrq@cocolog-nifty.com,Male,795-291-2356,9/20/2020,6:02 PM,Often,$32.94
Theodoric,Lebreton,tlebretonrr@indiegogo.com,Female,687-997-3806,03-11-2021,3:51 PM,Weekly,$18.87
